자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
합동모터스,03,,,,,2011-03-11,93,01,2059-12-31,,,,,031-863-0582,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
해주공업사,03,,,,,1998-09-30,416,01,2059-12-31,,,,,031-863-4358,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
해주전문정비공업사,03,,,,,2019-06-24,116,01,2059-12-31,,,,,031-865-6748,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
현대오토랜드,03,,,,,2019-10-22,2363,01,2059-12-31,,,,,031-861-0040,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
현대우자동차공업사,03,,,,,1998-06-18,101.7,01,2059-12-31,,,,,031-865-5705,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
송내 현대서비스,03,,,,,2008-10-31,153,01,2059-12-31,,,,,031-859-0482,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
현충탑자동차정비쎈타,03,,,,,2000-01-04,197,01,2059-12-31,,,,,031-867-4989,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
효진카센타,03,,,,,2000-01-04,616.5,01,2059-12-31,,,,,031-864-3070,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
힐클라임,03,,,,,2015-12-16,84,03,2017-08-09,,,,,031-863-7040,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
대중자동차공업사,02,,,,,2010-05-12,1129,01,2059-12-31,,,,,031-866-4886,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
동서공업사,02,,,,,1979-06-27,624,01,2059-12-31,,,,,031-867-5533,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
대성카프라자,03,,,,,2017-04-17,269,03,2019-04-01,,,,,,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
대영자동차정비,03,,,,,1998-07-23,112,03,2017-09-25,,,,,031-862-6347,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
대일오토,03,,,,,2011-03-09,727,03,2014-05-28,,,,,,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
대진자동차공업사,03,,,,,1999-05-20,293,01,2059-12-31,,,,,031-862-8511,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
덕둔카센타,03,,,,,1999-02-03,101.8,01,2059-12-31,,1999-02-03,,,031-867-0494,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
동안자동차정비공업사,03,,,,,1998-11-12,217,01,2059-12-31,,,,,031-864-4221,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
동현자동차정비,03,,,,,2009-02-16,449,03,2015-05-11,,,,,031-859-7665,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
드림모터스,03,,,,,2013-06-17,194,01,2059-12-31,,,,,031-861-5775,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
로얄카센타,03,,,,,2004-11-10,78,01,2059-12-31,,,,,031-858-6911,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
르노삼성자동차지정정비코너(생연점),03,,,,,2001-05-14,352,01,2059-12-31,,,,,031-868-7666,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
서울타이어,03,,,,,2014-01-13,118.8,01,2059-12-31,,,,,031-868-5109,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
성실카센터,03,,,,,2016-04-27,168,01,2059-12-31,,,,,031-866-8642,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
성화자동차공업사,03,,,,,2001-10-09,89.8,03,2016-06-16,,,,,031-862-8133,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
세종자동차공업사,03,,,,,2009-10-01,110.9,01,2059-12-31,,,,,031-866-6612,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
송내자동차공업사,03,,,,,2008-07-18,157,01,2059-12-31,,,,,031-865-8102,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
기린자동차 정비공업사,03,경기도 부천시 조마루로 431-1,경기도 부천시 원미동 7-7번지,37.49727941,126.7918262,1998-03-21,72.96,01,,,,,,032-664-6022,부천시청,032-625-4007,2021-06-30
jc motors,03,경기도 부천시 안곡로 65,경기도 부천시 괴안동 98-15번지,37.47868093,126.8097328,1998-04-08,20,01,,,,,,032-664-6025,부천시청,032-625-4010,2021-06-30
이화카써비스센타,03,경기도 부천시 부천로 207,경기도 부천시 춘의동 167-7번지 외2,37.50263325,126.7865681,1998-04-22,82.32,01,,,,,,032-664-6028,부천시청,032-625-4013,2021-06-30
중동점기아오토큐 주식회사,03,경기도 부천시 부일로 380,경기도 부천시 중동 794-4번지,37.48705481,126.7722031,1998-05-21,244.84,01,,,,,,032-664-6031,부천시청,032-625-4016,2021-06-30
대광자동차,03,경기도 부천시 중동로 447,경기도 부천시 삼정동 297번지 102동,37.51995673,126.7694931,1998-06-30,56.1,01,,,,,,032-664-6034,부천시청,032-625-4019,2021-06-30
차병원자동차 부분정비공업사,03,경기도 부천시 안곡로 205,경기도 부천시 괴안동 187-4번지,37.48656742,126.818707,1998-09-01,46.96,01,,,,,,032-664-6037,부천시청,032-625-4022,2021-06-30
벧엘자동차정비소,03,경기도 부천시 호현로 436-1,경기도 부천시 소사본동 149-29번지,37.47668487,126.7926159,1998-09-15,67.42,01,,,,,,032-664-6040,부천시청,032-625-4025,2021-06-30
현대카서비스,03,경기도 부천시 원미로 219,경기도 부천시 춘의동 192-2번지,37.50205331,126.7937386,1998-10-22,63,01,,,,,,032-664-6049,부천시청,032-625-4034,2021-06-30
제트자동차 부분정비공업사,03,경기도 부천시 신흥로46번길 10,경기도 부천시 심곡동 457-5번지,37.48772198,126.7775324,1998-10-31,50.4,01,,,,,,032-664-6052,부천시청,032-625-4037,2021-06-30
1급제일스카이정비,01,경기도 부천시 송내대로518번길 30,경기도 부천시 삼정동 14-13번지,37.52939961,126.7614339,2015-04-01,1577.03,01,,,,,,032-664-6001,부천시청,032-625-3986,2021-06-30
영재공업사,03,경기도 부천시 석천로 397,경기도 부천시 삼정동 36-1번지,37.52288995,126.7655166,2010-05-03,100.5,01,,,,,,032-664-6263,부천시청,032-625-4248,2021-06-30
PROCONCEPT,03,경기도 부천시 부일로 115,경기도 부천시 상동 615-4번지 승림프라자 107호,37.4889429,126.7427246,2010-07-28,70.64,01,,,,,,032-664-6266,부천시청,032-625-4251,2021-06-30
진성모터스,03,경기도 부천시 상이로21번길 7-1,경기도 부천시 상동 610-1번지,37.49059296,126.7439107,2010-09-02,137.07,01,,,,,,032-664-6269,부천시청,032-625-4254,2021-06-30
약대점 기아오토큐(주),03,경기도 부천시 중동로 362,경기도 부천시 약대동 148-2번지,37.51193397,126.7702038,2011-08-08,440.38,01,,,,,,032-664-6280,부천시청,032-625-4265,2021-06-30
스키비,03,경기도 부천시 길주로 1,경기도 부천시 상동 529-2번지,37.50905498,126.7456182,2012-06-04,83.06,01,,,,,,032-664-6283,부천시청,032-625-4268,2021-06-30
대길자동차,03,경기도 부천시 석천로342번길 9-4,경기도 부천시 삼정동 276-29번지,37.51753167,126.7660479,2012-10-24,74.16,01,,,,,,032-664-6286,부천시청,032-625-4271,2021-06-30
현대자동차블루핸즈도당점,03,경기도 부천시 부천로 257,경기도 부천시 도당동 264-17번지,37.5071066,126.7855977,2013-06-03,215.63,01,,,,,,032-664-6292,부천시청,032-625-4277,2021-06-30
카랜드 써비스,03,경기도 부천시 장말로 13,경기도 부천시 상동 585-5번지,37.49430566,126.7432551,2013-07-29,245.3,01,,,,,,032-664-6295,부천시청,032-625-4280,2021-06-30
부천총판,03,경기도 부천시 길주로 362,경기도 부천시 춘의동 173-5번지,37.5026176,126.7829232,2013-09-11,129.59,01,,,,,,032-664-6298,부천시청,032-625-4283,2021-06-30
대유명자동차공업사,03,경기도 부천시 부광로 33,경기도 부천시 괴안동 123-13번지,37.48190607,126.8142478,2014-10-01,58.83,01,,,,,,032-664-6310,부천시청,032-625-4295,2021-06-30
오토원자동차공업사,01,경기도 부천시 신흥로437번길 88,경기도 부천시 삼정동 225번지,37.52286908,126.7705322,2010-10-22,1167.5,01,,,,,,032-664-6001,부천시청,032-625-3986,2021-06-30
JK카모터스,03,경기도 부천시 평천로 651,경기도 부천시 약대동 192-1번지,37.51530389,126.7629064,2009-07-09,105.3,01,,,,,,032-664-6253,부천시청,032-625-4238,2021-06-30
진일자동차공업사,03,경기도 부천시 역곡로490번길 145,경기도 부천시 고강동 411-3번지,37.52749309,126.8243181,2006-05-04,158.38,01,,,,,,032-664-6218,부천시청,032-625-4203,2021-06-30
한밭자동차공업사,03,경기도 부천시 성주로 177,경기도 부천시 심곡본동 612-17번지,37.47896564,126.7760096,2002-05-22,107.88,01,,,,,,032-664-6167,부천시청,032-625-4152,2021-06-30
SA모터스,03,경기도 부천시 도약로 274,경기도 부천시 도당동 281-1번지 1층,37.51035817,126.7800274,2018-01-29,73.5,01,,,,,,032-664-6352,부천시청,032-625-4337,2021-06-30
오토오아시스 일광점,03,경기도 부천시 길주로 442,경기도 부천시 춘의동 155-1번지,37.50407623,126.7915231,2014-06-27,125.6,01,,,,,,032-664-6305,부천시청,032-625-4290,2021-06-30
그린모터스,03,경기도 부천시 성오로 65-1,경기도 부천시 여월동 7-32번지,37.51962276,126.8009223,2015-05-21,69.56,01,,,,,,032-664-6316,부천시청,032-625-4301,2021-06-30
신현대공업사,03,경기도 부천시 경인로 406,경기도 부천시 소사본동 62-2번지,37.4817793,126.8007588,2003-02-05,78.6,01,,,,,,032-664-6178,부천시청,032-625-4163,2021-06-30
천훈자동차공업사,03,경기도 부천시 오정로 272,경기도 부천시 오정동 112-19번지,37.53093862,126.7882872,2003-03-11,95.04,01,,,,,,032-664-6181,부천시청,032-625-4166,2021-06-30
붕붕자동차부분정비공업사,03,경기도 부천시 상이로39번길 9,경기도 부천시 상동 602-7번지,37.49217282,126.7435115,2003-06-26,113.76,01,,,,,,032-664-6184,부천시청,032-625-4169,2021-06-30
차사랑Autoshop,03,경기도 부천시 장말로 11,경기도 부천시 상동 585-4번지,37.49425953,126.7430479,2003-11-27,183.22,01,,,,,,032-664-6193,부천시청,032-625-4178,2021-06-30
허찬회자동차 신기술연구소,03,경기도 부천시 송내대로15번길 13,경기도 부천시 송내동 703-3번지,37.48490448,126.7523274,2004-06-22,150.96,01,,,,,,032-664-6199,부천시청,032-625-4184,2021-06-30
대경카센타,03,경기도 부천시 경인로 371,경기도 부천시 소사본동 52-2번지,37.48240452,126.796953,2004-04-29,888,01,,,,,,032-664-6196,부천시청,032-625-4181,2021-06-30
타이어프로 옥길점,03,경기도 부천시 연동로 156,경기도 부천시 옥길동 501-21번지,37.47525673,126.8238486,2016-05-11,234.3,01,,,,,,032-664-6330,부천시청,032-625-4315,2021-06-30
진흥자동차전문정비,03,경기도 부천시 장말로 282-3,경기도 부천시 심곡동 323-9번지,37.49137948,126.7734328,2016-06-16,66.28,01,,,,,,032-664-6331,부천시청,032-625-4316,2021-06-30
동부카서비스,03,경기도 부천시 안곡로 184,경기도 부천시 괴안동 182-5번지,37.48447536,126.8191708,2016-07-27,61.88,01,,,,,,032-664-6332,부천시청,032-625-4317,2021-06-30
신용매직카,03,경기도 부천시 심중로51번길 16-3,경기도 부천시 중동 790-9번지,37.48829693,126.7715953,2016-07-28,70.56,01,,,,,,032-664-6333,부천시청,032-625-4318,2021-06-30
카스토리 모터스,03,경기도 부천시 송내대로 450,경기도 부천시 삼정동 366-1번지 국민차매매단지 1109호,37.52328115,126.7619498,2016-08-08,72.26,01,,,,,,032-664-6335,부천시청,032-625-4320,2021-06-30
타이어킹 소사점,03,경기도 부천시 경인로 8,경기도 부천시 송내동 309-8번지,37.48280364,126.7560696,2016-08-29,69.75,01,,,,,,032-664-6336,부천시청,032-625-4321,2021-06-30
디엔모터스,03,경기도 부천시 평천로 597,경기도 부천시 상동 499-2번지,37.51585279,126.7571425,2016-11-17,91.88,01,,,,,,032-664-6337,부천시청,032-625-4322,2021-06-30
제일모터스,03,경기도 부천시 성곡로 22,경기도 부천시 여월동 10-5번지,37.51684281,126.8013503,2016-11-24,50,01,,,,,,032-664-6338,부천시청,032-625-4323,2021-06-30
오토매니지먼트컴퍼니,03,경기도 부천시 송내대로 450,경기도 부천시 삼정동 366-1번지 국민차매매단지 1110호,37.52328115,126.7619498,2016-12-22,85.54,01,,,,,,032-664-6339,부천시청,032-625-4324,2021-06-30
한신카모터스,03,경기도 부천시 수도로215번길 50,경기도 부천시 내동 362번지,37.5226505,126.7889408,2017-02-14,168,01,,,,,,032-664-6340,부천시청,032-625-4325,2021-06-30
STL모터스,03,경기도 부천시 상이로39번길 8-28,경기도 부천시 상동 598-16번지,37.49270708,126.7424571,2017-04-10,108.38,01,,,,,,032-664-6341,부천시청,032-625-4326,2021-06-30
해복한자동차공업사,03,경기도 부천시 심중로 86,경기도 부천시 심곡동 321-5번지 1호,37.49081187,126.7713428,2017-04-19,126.79,01,,,,,,032-664-6342,부천시청,032-625-4327,2021-06-30
우진카케어,03,경기도 부천시 소사로819번길 15,경기도 부천시 원종동 161-1번지 이스트힐,37.52913148,126.8039967,2017-05-31,85.24,01,,,,,,032-664-6343,부천시청,032-625-4328,2021-06-30
옥길모터스,03,경기도 부천시 양지로184번길 17,경기도 부천시 옥길동 724-8번지,37.46767715,126.8216153,2017-06-12,153.36,01,,,,,,032-664-6344,부천시청,032-625-4329,2021-06-30
블루모터스,03,경기도 부천시 양지로171번길 23,경기도 부천시 옥길동 731-6번지,37.46911814,126.8220313,2017-07-20,93.96,01,,,,,,032-664-6345,부천시청,032-625-4330,2021-06-30
킴스오토수입차닷컴,03,경기도 부천시 석천로 316,경기도 부천시 약대동 182-31번지,37.51559393,126.7645723,2017-07-20,117.21,01,,,,,,032-664-6346,부천시청,032-625-4331,2021-06-30
부천개인택시복지협동조합,03,경기도 부천시 수도로 251,경기도 부천시 내동 369-7번지,37.52228049,126.7921612,2017-07-27,224.5,01,,,,,,032-664-6347,부천시청,032-625-4332,2021-06-30
스마일 카 닥터,03,경기도 부천시 삼작로 138,경기도 부천시 내동 82-4번지,37.51989947,126.7766905,2017-08-29,99.16,01,,,,,,032-664-6348,부천시청,032-625-4333,2021-06-30
탑자동차공업사,03,경기도 부천시 상오정로 63,경기도 부천시 오정동 625-3번지,37.52368804,126.7907881,2017-11-02,83,01,,,,,,032-664-6349,부천시청,032-625-4334,2021-06-30
나이스자동차정비,03,경기도 부천시 조마루로366번길 6,경기도 부천시 심곡동 37-6번지,37.49791823,126.7843487,2017-11-10,98.08,01,,,,,,032-664-6350,부천시청,032-625-4335,2021-06-30
삼보자동차전문정비,03,경기도 부천시 부천로 351,경기도 부천시 도당동 25-12번지,37.51532929,126.7843382,2018-01-15,56.35,01,,,,,,032-664-6351,부천시청,032-625-4336,2021-06-30
윤수자동차공업사,03,경기도 부천시 고강로161번길 14,경기도 부천시 고강동 251-1번지,37.53216347,126.8224776,2018-02-21,195.81,01,,,,,,032-664-6353,부천시청,032-625-4338,2021-06-30
팀디에스알모터스,03,경기도 부천시 연동로 108-3,경기도 부천시 옥길동 480-6번지,37.47178418,126.8264255,2016-08-05,196.02,01,,,,,,032-664-6334,부천시청,032-625-4319,2021-06-30
타이어테크 약대점,03,경기도 부천시 신흥로 264,경기도 부천시 중동 1060-3번지,37.50708626,126.7755191,2018-08-06,50,01,,,,,,032-664-6356,부천시청,032-625-4341,2021-06-30
정진자동차,03,경기도 부천시 소사로 800,경기도 부천시 원종동 231-17번지,37.52739787,126.8051415,2018-11-12,117.02,01,,,,,,032-664-6357,부천시청,032-625-4342,2021-06-30
중동정비,03,경기도 부천시 소사로125번길 62-7,경기도 부천시 소사본동 236-27번지,37.47011796,126.7930786,2018-11-26,142.2,01,,,,,,032-664-6359,부천시청,032-625-4344,2021-06-30
B.D.M(비디엠),03,경기도 부천시 경인로10번길 44,경기도 부천시 송내동 305-15번지,37.48134636,126.7551577,2019-02-11,98,01,,,,,,032-664-6360,부천시청,032-625-4345,2021-06-30
부영 Super Car,03,경기도 부천시 부천로409번길 78,경기도 부천시 내동 175-2번지,37.52086552,126.7804894,2019-03-20,135,01,,,,,,032-664-6362,부천시청,032-625-4347,2021-06-30
㈜제로정비센터,03,경기도 부천시 원종로79번길 16,경기도 부천시 원종동 293-5번지,37.5247169,126.8090889,2019-07-19,199.32,01,,,,,,032-664-6363,부천시청,032-625-4348,2021-06-30
스피드메이트스타필드 부천점,03,경기도 부천시 옥길로 1,경기도 부천시 옥길동 768번지,37.4614757,126.8139134,2019-09-09,338.98,01,,,,,,032-664-6365,부천시청,032-625-4350,2021-06-30
진성모터스2호점,03,경기도 부천시 상이로21번길 12,경기도 부천시 상동 608-8번지,37.49077565,126.7434772,2019-12-13,102.64,01,,,,,,032-664-6366,부천시청,032-625-4351,2021-06-30
人자동차병원,03,경기도 부천시 양지로 115,경기도 부천시 옥길동 784-1번지,37.47222074,126.8156671,2020-04-08,125.06,01,,,,,,032-664-6368,부천시청,032-625-4353,2021-06-30
주식회사 차파는정비사,03,경기도 부천시 부일로 127,"경기도 부천시 상동 617-4번지 대평프라자 107,108,109호",37.48905918,126.7440355,2020-09-04,108.3,01,,,,,,032-664-6369,부천시청,032-625-4354,2021-06-30
쌍용리페어,03,경기도 부천시 옥길로56번길 24-15,경기도 부천시 옥길동 754-4번지 101호,37.46184363,126.8188183,2021-01-08,120.2,01,,,,,,032-664-6371,부천시청,032-625-4356,2021-06-30
